22,5,9,0,7,0,1,0,0,0,0,0,0,0,0
22,1,12,0,6.3,0,0,0,0,1,0,0,0,0,0
21,3,6,0,2.7,1,0,0,0,0,0,0,0,0,0
22,2,10,0,7.3,0,0,1,0,0,0,0,0,0,0
21,1,8,0,3.2,0,1,0,0,0,0,0,0,0,0
21,8,7,0,6.1,1,0,0,0,0,0,0,0,0,0
23,2,7,0,11.5,0,0,0,0,1,0,0,0,0,0
21,6,6,0,2.7,1,0,0,0,0,0,0,0,0,0
22,2,6,0,5.4,0,1,0,0,0,0,0,0,0,0
23,6,8,0,11.8,0,0,1,0,0,0,0,0,0,0
23,3,4,0,7.7,0,0,0,1,0,0,0,0,0,0
21,1,6,0,2.7,0,1,0,0,0,0,0,0,0,0
23,7,4,0,7.7,0,1,0,0,0,0,0,0,0,0
23,7,6,0,10.2,0,0,1,0,0,0,0,0,0,0
20,2,6,0,1.472,1,0,0,0,0,0,0,0,0,0
23,7,5,0,9.3,0,0,1,0,0,0,0,0,0,0
21,1,5,0,2.5,0,1,0,0,0,0,0,0,0,0
22,7,10,0,7.3,0,1,0,0,0,0,0,0,0,0
23,7,10,0,14,0,0,1,0,0,0,0,0,0,0
22,3,5,0,4.9,0,1,0,0,0,0,0,0,0,0
22,3,7,0,6.1,0,1,0,0,0,0,0,0,0,0
23,4,7,0,11.5,0,0,1,0,0,0,0,0,0,0
20,2,9,0,1.939,1,0,0,0,0,0,0,0,0,0
21,5,9,0,3.6,1,0,0,0,0,0,0,0,0,0
20,3,4,0,1.104,1,0,0,0,0,0,0,0,0,0
21,1,11,0,4.1,0,0,1,0,0,0,0,0,0,0
20,7,11,0,2.1,1,0,0,0,0,0,0,0,0,0
21,5,5,0,2.5,1,0,0,0,0,0,0,0,0,0
22,6,12,0,7.9,0,1,0,0,0,0,0,0,0,0
20,4,12,0,2.1,1,0,0,0,0,0,0,0,0,0
22,5,4,0,4.1,1,0,0,0,0,0,0,0,0,0
23,8,5,0,9.3,0,0,1,0,0,0,0,0,0,0
22,4,5,0,4.9,0,1,0,0,0,0,0,0,0,0
20,2,11,0,2.1,1,0,0,0,0,0,0,0,0,0
20,1,9,0,1.689,0,1,0,0,0,0,0,0,0,0
23,5,4,0,7.7,0,1,0,0,0,0,0,0,0,0
22,3,11,0,7.9,0,1,0,0,0,0,0,0,0,0
20,7,8,0,1.699,1,0,0,0,0,0,0,0,0,0
22,2,9,0,7,0,0,1,0,0,0,0,0,0,0
22,6,8,0,6.2,0,1,0,0,0,0,0,0,0,0
23,6,4,0,7.7,0,1,0,0,0,0,0,0,0,0
20,5,9,0,1.939,1,0,0,0,0,0,0,0,0,0
20,3,5,0,1.342,1,0,0,0,0,0,0,0,0,0
20,1,6,0,1.472,1,0,0,0,0,0,0,0,0,0
21,8,5,0,4.9,1,0,0,0,0,0,0,0,0,0
21,6,12,0,4.1,1,0,0,0,0,0,0,0,0,0
21,2,7,0,3.1,0,1,0,0,0,0,0,0,0,0
20,5,10,0,2.014,1,0,0,0,0,0,0,0,0,0
22,7,11,0,7.9,0,1,0,0,0,0,0,0,0,0
21,4,6,0,2.7,1,0,0,0,0,0,0,0,0,0
20,8,4,0,1.104,1,0,0,0,0,0,0,0,0,0
21,1,10,0,3.8,0,0,1,0,0,0,0,0,0,0
21,3,9,0,3.6,1,0,0,0,0,0,0,0,0,0
20,4,9,0,1.939,1,0,0,0,0,0,0,0,0,0
22,7,5,0,4.9,0,1,0,0,0,0,0,0,0,0
22,4,4,0,4.1,1,0,0,0,0,0,0,0,0,0
22,8,7,0,6.1,0,1,0,0,0,0,0,0,0,0
21,3,4,0,2.1,1,0,0,0,0,0,0,0,0,0
20,7,10,0,2.014,1,0,0,0,0,0,0,0,0,0
21,4,11,0,4.1,1,0,0,0,0,0,0,0,0,0
23,5,8,0,11.8,0,0,1,0,0,0,0,0,0,0
23,4,12,0,15.2,0,0,1,0,0,0,0,0,0,0
23,1,6,0,10.2,0,0,0,0,0,0,0,1,0,0
22,6,5,0,4.9,0,1,0,0,0,0,0,0,0,0
23,6,6,0,10.2,0,0,1,0,0,0,0,0,0,0
23,7,11,0,15.1,0,0,1,0,0,0,0,0,0,0
20,8,7,0,1.663,1,0,0,0,0,0,0,0,0,0
21,7,4,0,2.1,1,0,0,0,0,0,0,0,0,0
22,4,12,0,7.9,0,1,0,0,0,0,0,0,0,0
20,8,8,0,1.699,1,0,0,0,0,0,0,0,0,0
20,1,8,0,1.648,1,0,0,0,0,0,0,0,0,0
20,5,11,0,2.1,1,0,0,0,0,0,0,0,0,0
22,8,4,0,4.1,1,0,0,0,0,0,0,0,0,0
23,2,8,0,11.8,0,0,0,0,1,0,0,0,0,0
