10,1,4,0,1.72,8
10,1,5,0,2.2,9
10,1,6,0,2.6,9
10,1,7,0,3,10
10,1,8,0,3.2,11
10,1,9,0,3.8,11
10,1,10,0,4.2,12
10,1,11,0,4.6,13
10,1,12,0,5,14
10,2,4,0,1.72,5
10,2,5,0,2.2,6
10,2,6,0,2.6,7
10,2,7,0,3,7
10,2,8,0,3.2,7
10,2,9,0,3.8,8
10,2,10,0,4.2,8
10,2,11,0,4.6,9
10,2,12,0,5,9
10,3,4,0,1.72,6
10,3,5,0,2.2,5
10,3,6,0,2.6,6
10,3,7,0,3,7
10,3,8,0,3.2,7
10,3,9,0,3.8,7
10,3,10,0,4.2,8
10,3,11,0,4.6,8
10,3,12,0,5,8
10,4,4,0,1.72,5
10,4,5,0,2.2,5
10,4,6,0,2.6,5
10,4,7,0,3,5
10,4,8,0,3.2,6
10,4,9,0,3.8,7
10,4,10,0,4.2,7
10,4,11,0,4.6,7
10,4,12,0,5,8
10,5,4,0,1.72,5
10,5,5,0,2.2,5
10,5,6,0,2.6,6
10,5,7,0,3,6
10,5,8,0,3.2,6
10,5,9,0,3.8,7
10,5,10,0,4.2,7
10,5,11,0,4.6,7
10,5,12,0,5,7
10,6,4,0,1.72,5
10,6,5,0,2.2,5
10,6,6,0,2.6,5
10,6,7,0,3,6
10,6,8,0,3.2,6
10,6,9,0,3.8,7
10,6,10,0,4.2,6
10,6,11,0,4.6,6
10,6,12,0,5,7
10,7,4,0,1.72,5
10,7,5,0,2.2,5
10,7,6,0,2.6,6
10,7,7,0,3,6
10,7,8,0,3.2,6
10,7,9,0,3.8,6
10,7,10,0,4.2,7
10,7,11,0,4.6,7
10,7,12,0,5,7
10,8,4,0,1.72,5
10,8,5,0,2.2,5
10,8,6,0,2.6,5
10,8,7,0,3,5
10,8,8,0,3.2,6
10,8,9,0,3.8,6
10,8,10,0,4.2,7
10,8,11,0,4.6,7
10,8,12,0,5,8
11,1,4,0,3,8
11,1,5,0,3.8,8
11,1,6,0,4.4,9
11,1,7,0,5.1,10
11,1,8,0,5.3,11
11,1,9,0,6.3,11
11,1,10,0,6.8,13
11,1,11,0,7.4,13
11,1,12,0,7.8,14
11,2,4,0,3,6
11,2,5,0,3.8,6
11,2,6,0,4.4,6
11,2,7,0,5.1,7
11,2,8,0,5.3,8
11,2,9,0,6.3,8
11,2,10,0,6.8,8
11,2,11,0,7.4,9
11,2,12,0,7.8,10
11,3,4,0,3,6
11,3,5,0,3.8,6
11,3,6,0,4.4,5
11,3,7,0,5.1,6
11,3,8,0,5.3,6
11,3,9,0,6.3,7
11,3,10,0,6.8,8
11,3,11,0,7.4,8
11,3,12,0,7.8,8
11,4,4,0,3,5
11,4,5,0,3.8,6
11,4,6,0,4.4,6
11,4,7,0,5.1,6
11,4,8,0,5.3,7
11,4,9,0,6.3,6
11,4,10,0,6.8,7
11,4,11,0,7.4,7
11,4,12,0,7.8,8
11,5,4,0,3,5
11,5,5,0,3.8,5
11,5,6,0,4.4,6
11,5,7,0,5.1,6
11,5,8,0,5.3,7
11,5,9,0,6.3,6
11,5,10,0,6.8,7
11,5,11,0,7.4,7
11,5,12,0,7.8,7
11,6,4,0,3,5
11,6,5,0,3.8,5
11,6,6,0,4.4,5
11,6,7,0,5.1,6
11,6,8,0,5.3,6
11,6,9,0,6.3,7
11,6,10,0,6.8,7
11,6,11,0,7.4,7
11,6,12,0,7.8,7
11,7,4,0,3,5
11,7,5,0,3.8,6
11,7,6,0,4.4,5
11,7,7,0,5.1,5
11,7,8,0,5.3,6
11,7,9,0,6.3,6
11,7,10,0,6.8,7
11,7,11,0,7.4,7
11,7,12,0,7.8,7
11,8,4,0,3,5
11,8,5,0,3.8,5
11,8,6,0,4.4,5
11,8,7,0,5.1,6
11,8,8,0,5.3,6
11,8,9,0,6.3,6
11,8,10,0,6.8,7
11,8,11,0,7.4,7
11,8,12,0,7.8,8
12,1,4,0,5.6,8
12,1,5,0,7,9
12,1,6,0,7.8,10
12,1,7,0,9,10
12,1,8,0,10.9,11
12,1,9,0,11.6,12
12,1,10,0,12.7,13
12,1,11,0,13.2,14
12,1,12,0,5.6,15
12,2,4,0,7,6
12,2,5,0,7.8,7
12,2,6,0,9,7
12,2,7,0,10.9,8
12,2,8,0,11.6,9
12,2,9,0,12.7,8
12,2,10,0,13.2,9
12,2,11,0,5.6,10
12,2,12,0,7,11
12,3,4,0,7.8,6
12,3,5,0,9,7
12,3,6,0,10.9,7
12,3,7,0,11.6,7
12,3,8,0,12.7,7
12,3,9,0,13.2,7
12,3,10,0,5.6,8
12,3,11,0,7,9
12,3,12,0,7.8,9
12,4,4,0,9,6
12,4,5,0,10.9,6
12,4,6,0,11.6,6
12,4,7,0,12.7,7
12,4,8,0,13.2,7
12,4,9,0,5.6,7
12,4,10,0,7,7
12,4,11,0,7.8,8
12,4,12,0,9,8
12,5,4,0,10.9,5
12,5,5,0,11.6,6
12,5,6,0,12.7,6
12,5,7,0,13.2,7
12,5,8,0,5.6,7
12,5,9,0,7,7
12,5,10,0,7.8,7
12,5,11,0,9,8
12,5,12,0,10.9,8
12,6,4,0,11.6,5
12,6,5,0,12.7,5
12,6,6,0,13.2,6
12,6,7,0,5.6,7
12,6,8,0,7,7
12,6,9,0,7.8,7
12,6,10,0,9,8
12,6,11,0,10.9,7
12,6,12,0,11.6,7
12,7,4,0,12.7,6
12,7,5,0,13.2,6
12,7,6,0,5.6,5
12,7,7,0,7,6
12,7,8,0,7.8,6
12,7,9,0,9,7
12,7,10,0,10.9,8
12,7,11,0,11.6,8
12,7,12,0,12.7,8
12,8,4,0,13.2,6
12,8,5,0,5.6,6
12,8,6,0,7,6
12,8,7,0,7.8,7
12,8,8,0,9,6
12,8,9,0,10.9,7
12,8,10,0,11.6,7
12,8,11,0,12.7,7
12,8,12,0,13.2,8
13,1,4,0,10.4,9
13,1,5,0,12.9,10
13,1,6,0,14.3,11
13,1,7,0,16.4,12
13,1,8,0,16.9,13
13,1,9,0,19.6,14
13,1,10,0,20.7,15
13,1,11,0,22.6,16
13,1,12,0,23,17
13,2,4,0,10.4,7
13,2,5,0,12.9,7
13,2,6,0,14.3,7
13,2,7,0,16.4,8
13,2,8,0,16.9,9
13,2,9,0,19.6,9
13,2,10,0,20.7,10
13,2,11,0,22.6,10
13,2,12,0,23,11
13,3,4,0,10.4,6
13,3,5,0,12.9,7
13,3,6,0,14.3,6
13,3,7,0,16.4,8
13,3,8,0,16.9,7
13,3,9,0,19.6,8
13,3,10,0,20.7,9
13,3,11,0,22.6,9
13,3,12,0,23,9
13,4,4,0,10.4,5
13,4,5,0,12.9,6
13,4,6,0,14.3,7
13,4,7,0,16.4,6
13,4,8,0,16.9,7
13,4,9,0,19.6,8
13,4,10,0,20.7,8
13,4,11,0,22.6,8
13,4,12,0,23,8
13,5,4,0,10.4,6
13,5,5,0,12.9,6
13,5,6,0,14.3,6
13,5,7,0,16.4,7
13,5,8,0,16.9,7
13,5,9,0,19.6,8
13,5,10,0,20.7,8
13,5,11,0,22.6,8
13,5,12,0,23,9
13,6,4,0,10.4,5
13,6,5,0,12.9,6
13,6,6,0,14.3,6
13,6,7,0,16.4,7
13,6,8,0,16.9,7
13,6,9,0,19.6,8
13,6,10,0,20.7,8
13,6,11,0,22.6,8
13,6,12,0,23,8
13,7,4,0,10.4,5
13,7,5,0,12.9,6
13,7,6,0,14.3,6
13,7,7,0,16.4,6
13,7,8,0,16.9,7
13,7,9,0,19.6,8
13,7,10,0,20.7,7
13,7,11,0,22.6,8
13,7,12,0,23,8
13,8,4,0,10.4,5
13,8,5,0,12.9,6
13,8,6,0,14.3,7
13,8,7,0,16.4,6
13,8,8,0,16.9,8
13,8,9,0,19.6,7
13,8,10,0,20.7,7
13,8,11,0,22.6,8
13,8,12,0,23,8
14,1,4,0,20.5,11
14,1,5,0,25.2,12
14,1,6,0,27.6,14
14,1,7,0,31.5,15
14,1,8,0,32.4,16
14,1,9,0,37.3,17
14,1,10,0,39,19
14,1,11,0,42.6,20
14,1,12,0,43.1,21
14,2,4,0,20.5,8
14,2,5,0,25.2,9
14,2,6,0,27.6,9
14,2,7,0,31.5,10
14,2,8,0,32.4,11
14,2,9,0,37.3,12
14,2,10,0,39,12
14,2,11,0,42.6,13
14,2,12,0,43.1,14
14,3,4,0,20.5,8
14,3,5,0,25.2,8
14,3,6,0,27.6,7
14,3,7,0,31.5,9
14,3,8,0,32.4,10
14,3,9,0,37.3,10
14,3,10,0,39,12
14,3,11,0,42.6,12
14,3,12,0,43.1,12
14,4,4,0,20.5,8
14,4,5,0,25.2,8
14,4,6,0,27.6,9
14,4,7,0,31.5,8
14,4,8,0,32.4,9
14,4,9,0,37.3,10
14,4,10,0,39,10
14,4,11,0,42.6,11
14,4,12,0,43.1,10
14,5,4,0,20.5,7
14,5,5,0,25.2,7
14,5,6,0,27.6,8
14,5,7,0,31.5,8
14,5,8,0,32.4,8
14,5,9,0,37.3,9
14,5,10,0,39,10
14,5,11,0,42.6,10
14,5,12,0,43.1,10
14,6,4,0,20.5,7
14,6,5,0,25.2,7
14,6,6,0,27.6,8
14,6,7,0,31.5,9
14,6,8,0,32.4,8
14,6,9,0,37.3,8
14,6,10,0,39,9
14,6,11,0,42.6,9
14,6,12,0,43.1,10
14,7,4,0,20.5,7
14,7,5,0,25.2,7
14,7,6,0,27.6,7
14,7,7,0,31.5,8
14,7,8,0,32.4,9
14,7,9,0,37.3,8
14,7,10,0,39,9
14,7,11,0,42.6,10
14,7,12,0,43.1,10
14,8,4,0,20.5,7
14,8,5,0,25.2,7
14,8,6,0,27.6,8
14,8,7,0,31.5,8
14,8,8,0,32.4,8
14,8,9,0,37.3,8
14,8,10,0,39,9
14,8,11,0,42.6,10
14,8,12,0,43.1,10
15,1,4,0,38.7,14
15,1,5,0,47.2,17
15,1,6,0,51.9,18
15,1,7,0,58.9,19
15,1,8,0,60.5,21
15,1,9,0,61.9,22
15,1,10,0,71.8,24
15,1,11,0,78.2,25
15,1,12,0,78.9,27
15,2,4,0,38.7,10
15,2,5,0,47.2,11
15,2,6,0,51.9,11
15,2,7,0,58.9,13
15,2,8,0,60.5,13
15,2,9,0,69.1,15
15,2,10,0,71.8,14
15,2,11,0,78.2,16
15,2,12,0,78.9,16
15,3,4,0,38.7,10
15,3,5,0,47.2,9
15,3,6,0,51.9,10
15,3,7,0,58.9,11
15,3,8,0,60.5,11
15,3,9,0,61.9,11
15,3,10,0,71.8,13
15,3,11,0,78.2,12
15,3,12,0,78.9,13
15,4,4,0,38.7,8
15,4,5,0,47.2,9
15,4,6,0,51.9,9
15,4,7,0,58.9,9
15,4,8,0,60.5,10
15,4,9,0,69.1,11
15,4,10,0,71.8,11
15,4,11,0,78.2,11
15,4,12,0,78.9,12
15,5,4,0,38.7,8
15,5,5,0,47.2,8
15,5,6,0,51.9,9
15,5,7,0,58.9,9
15,5,8,0,60.5,10
15,5,9,0,69.1,11
15,5,10,0,71.8,10
15,5,11,0,78.2,11
15,5,12,0,78.9,11
15,6,4,0,38.7,8
15,6,5,0,47.2,8
15,6,6,0,51.9,9
15,6,7,0,58.9,9
15,6,8,0,60.5,10
15,6,9,0,69.1,10
15,6,10,0,71.8,11
15,6,11,0,78.2,10
15,6,12,0,78.9,11
15,7,4,0,38.7,8
15,7,5,0,47.2,8
15,7,6,0,51.9,9
15,7,7,0,58.9,8
15,7,8,0,60.5,9
15,7,9,0,69.1,11
15,7,10,0,71.8,11
15,7,11,0,78.2,11
15,7,12,0,78.9,11
15,8,4,0,38.7,8
15,8,5,0,47.2,8
15,8,6,0,51.9,8
15,8,7,0,58.9,9
15,8,8,0,60.5,9
15,8,9,0,69.1,11
15,8,10,0,71.8,10
15,8,11,0,78.2,11
15,8,12,0,78.9,11
16,1,4,0,74.9,22
16,1,5,0,91.3,24
16,1,6,0,100.5,26
16,1,7,0,113.6,29
16,1,8,0,116.6,31
16,1,9,0,132.9,34
16,1,10,0,138.2,36
16,1,11,0,150.3,38
16,1,12,0,151.3,38
16,2,4,0,74.9,14
16,2,5,0,91.3,16
16,2,6,0,100.5,16
16,2,7,0,113.6,17
16,2,8,0,116.6,18
16,2,9,0,132.9,20
16,2,10,0,138.2,21
16,2,11,0,150.3,22
16,2,12,0,151.3,23
16,3,4,0,74.9,13
16,3,5,0,91.3,13
16,3,6,0,100.5,12
16,3,7,0,113.6,14
16,3,8,0,116.6,15
16,3,9,0,132.9,16
16,3,10,0,138.2,17
16,3,11,0,150.3,18
16,3,12,0,151.3,18
16,4,4,0,74.9,10
16,4,5,0,91.3,12
16,4,6,0,100.5,12
16,4,7,0,113.6,12
16,4,8,0,116.6,13
16,4,9,0,132.9,14
16,4,10,0,138.2,15
16,4,11,0,150.3,15
16,4,12,0,151.3,15
16,5,4,0,74.9,9
16,5,5,0,91.3,10
16,5,6,0,100.5,12
16,5,7,0,113.6,12
16,5,8,0,116.6,13
16,5,9,0,132.9,13
16,5,10,0,138.2,14
16,5,11,0,150.3,14
16,5,12,0,151.3,14
16,6,4,0,74.9,11
16,6,5,0,91.3,10
16,6,6,0,100.5,11
16,6,7,0,113.6,12
16,6,8,0,116.6,13
16,6,9,0,132.9,13
16,6,10,0,138.2,14
16,6,11,0,150.3,14
16,6,12,0,151.3,15
16,7,4,0,74.9,9
16,7,5,0,91.3,10
16,7,6,0,100.5,11
16,7,7,0,113.6,11
16,7,8,0,116.6,12
16,7,9,0,132.9,13
16,7,10,0,138.2,13
16,7,11,0,150.3,14
16,7,12,0,151.3,14
16,8,4,0,74.9,10
16,8,5,0,91.3,11
16,8,6,0,100.5,11
16,8,7,0,113.6,12
16,8,8,0,116.6,11
16,8,9,0,132.9,14
16,8,10,0,138.2,14
