20,6,6,0,0,1,0,0,0,0,0,0,0,0,0
19,4,7,0,0,1,0,0,0,0,0,0,0,0,0
22,5,5,0,0,0,1,0,0,0,0,0,0,0,0
13,6,12,0,0,1,0,0,0,0,0,0,0,0,0
22,6,5,0,0,0,1,0,0,0,0,0,0,0,0
21,4,11,0,0,1,0,0,0,0,0,0,0,0,0
17,7,8,0,0,1,0,0,0,0,0,0,0,0,0
10,5,12,0,0,1,0,0,0,0,0,0,0,0,0
11,2,10,0,0,1,0,0,0,0,0,0,0,0,0
23,8,7,0,0,0,0,1,0,0,0,0,0,0,0
23,6,12,0,0,0,0,1,0,0,0,0,0,0,0
13,2,10,0,0,1,0,0,0,0,0,0,0,0,0
15,6,12,0,0,1,0,0,0,0,0,0,0,0,0
15,7,7,0,0,1,0,0,0,0,0,0,0,0,0
16,2,10,0,0,1,0,0,0,0,0,0,0,0,0
11,3,10,0,0,1,0,0,0,0,0,0,0,0,0
12,3,4,0,0,1,0,0,0,0,0,0,0,0,0
22,7,7,0,0,0,1,0,0,0,0,0,0,0,0
14,2,5,0,0,1,0,0,0,0,0,0,0,0,0
21,5,4,0,0,1,0,0,0,0,0,0,0,0,0
15,5,4,0,0,1,0,0,0,0,0,0,0,0,0
10,6,6,0,0,1,0,0,0,0,0,0,0,0,0
13,3,8,0,0,1,0,0,0,0,0,0,0,0,0
12,5,8,0,0,1,0,0,0,0,0,0,0,0,0
23,6,9,0,0,0,0,1,0,0,0,0,0,0,0
20,3,9,0,0,1,0,0,0,0,0,0,0,0,0
11,3,6,0,0,1,0,0,0,0,0,0,0,0,0
12,2,5,0,0,1,0,0,0,0,0,0,0,0,0
14,8,12,0,0,1,0,0,0,0,0,0,0,0,0
11,1,11,0,0,1,0,0,0,0,0,0,0,0,0
18,4,10,0,0,1,0,0,0,0,0,0,0,0,0
21,4,9,0,0,1,0,0,0,0,0,0,0,0,0
15,8,11,0,0,1,0,0,0,0,0,0,0,0,0
10,7,12,0,0,1,0,0,0,0,0,0,0,0,0
10,5,6,0,0,1,0,0,0,0,0,0,0,0,0
